Element_ID,Wall_Element_ID,Building_Level,Orientation,Glass_Area_m2,Window_Width_m,Window_Height_m,Azimuth_degrees,Annual_Radiation_kWh_m2,PV_Suitable,BIPV_Technology,BIPV_Efficiency_%,BIPV_Transparency_%,BIPV_Power_Density_W_m2,System_Capacity_kW,Annual_Generation_kWh,Cost_per_m2_EUR,Total_System_Cost_EUR,Payback_Period_Years,Solution_Status
371216,342238,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
371217,342238,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
371250,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371251,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371252,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371253,342238,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371254,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371255,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371256,342238,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
371268,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371269,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371270,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371271,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371272,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371273,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
371274,342238,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372079,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372080,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372081,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372082,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372083,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372084,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372085,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372086,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372087,372474,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372088,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372089,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372090,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372091,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372092,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372093,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372094,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372095,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372096,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372097,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372098,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372099,372474,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372100,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372101,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372102,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372103,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372104,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372105,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372107,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372108,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372109,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372110,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372111,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372112,372474,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372278,342237,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372279,342237,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372280,342237,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372281,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372282,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372283,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372284,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372285,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372286,342237,4,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372287,342237,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372288,342237,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372289,342237,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372290,342237,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372291,342237,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372292,342237,0,N/A,14.51,4.67,3.11,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,1990.0,408.0,5920.0,9.4,INCLUDED
372735,372674,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372749,372674,3,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372842,372674,3,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372872,372674,0,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372873,372674,0,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372874,372674,0,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372887,372674,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
372888,372674,1,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
372889,372674,1,N/A,2.06,1.76,1.17,264.1,849.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,282.0,408.0,840.0,9.4,INCLUDED
373014,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373015,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373016,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373017,373010,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373018,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373019,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373020,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373021,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373022,373010,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373023,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373024,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373025,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373026,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373027,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373028,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373029,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373030,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373031,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373032,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373033,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373034,373010,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373035,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373036,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373037,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373038,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373039,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373040,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373041,373010,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373042,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373043,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373044,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373045,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373046,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373047,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373048,373010,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373049,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373050,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373051,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373052,373097,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373053,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373054,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373055,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373056,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373057,373097,2,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373058,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373059,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373060,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373061,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373062,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373063,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373064,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373065,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373066,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373067,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373068,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373069,373097,4,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373070,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373071,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373072,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373073,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373074,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373075,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373076,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373077,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373078,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373079,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373080,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373081,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
373082,373009,2,N/A,13.43,4.49,2.99,263.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373083,373009,2,N/A,13.43,4.49,2.99,263.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373084,373009,2,N/A,13.43,4.49,2.99,263.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373085,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373086,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373087,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373088,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373089,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373090,373009,4,N/A,2.06,1.76,1.17,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,296.0,408.0,840.0,9.0,INCLUDED
373091,373009,1,N/A,13.43,4.49,2.99,83.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373092,373009,1,N/A,13.43,4.49,2.99,83.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373093,373009,1,N/A,13.43,4.49,2.99,83.6,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373094,373009,0,N/A,14.51,4.67,3.11,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2083.0,408.0,5920.0,9.0,INCLUDED
373095,373009,0,N/A,14.51,4.67,3.11,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2083.0,408.0,5920.0,9.0,INCLUDED
373096,373009,0,N/A,14.51,4.67,3.11,83.6,889.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2083.0,408.0,5920.0,9.0,INCLUDED
373101,373099,2,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373102,373099,3,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373103,373099,3,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373104,373099,0,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373105,373099,0,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373106,373099,0,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373107,373099,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373108,373099,1,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373109,373099,1,N/A,2.06,1.76,1.17,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,284.0,408.0,840.0,9.4,INCLUDED
373489,373097,1,N/A,13.43,4.49,2.99,84.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
373490,373097,0,N/A,14.51,4.67,3.11,84.1,855.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2004.0,408.0,5920.0,9.4,INCLUDED
374306,372474,1,N/A,13.43,4.49,2.99,264.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375328,342236,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375333,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
375334,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
375337,342236,1,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375340,342236,0,N/A,14.51,4.67,3.11,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,2.34,2479.0,408.0,5920.0,7.6,INCLUDED
375354,342236,3,N/A,13.43,4.49,2.99,174.1,0.0,NO,Not Applicable,0,0,0,0,0,0,0,0,EXCLUDED
375355,342236,4,N/A,2.06,1.76,1.17,174.1,1058.0,YES,Solarwatt Vision AM,19.0,30.0,190.0,0.33,352.0,408.0,840.0,7.6,INCLUDED
