Data_Type,Solution_ID,Capacity_kW,Total_Investment_EUR,ROI_Percent,Annual_Energy_kWh,Net_Import_Reduction_kWh,Pareto_Optimal,Rank_Position,Selection_Date,Element_ID,Glass_Type,Glass_Area_m2,Element_Cost_EUR,Orientation,Azimuth_Degrees,Building_Level,Family_Type,Window_Width_m,Window_Height_m,Efficiency_Percent,Note
BIPV_Element,,,,,241.86562999999998,,,,,372098,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372099,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372100,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372101,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372102,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372103,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372104,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372105,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372107,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372108,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372109,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372110,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372111,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372112,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372278,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372279,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372280,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372281,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372282,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372283,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372284,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372285,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372286,Standard,2.06,840.4799999999999,West,264.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372287,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372288,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372289,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372290,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372291,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1703.6263549999999,,,,,372292,Standard,14.51,5920.08,West,264.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372735,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372749,Standard,2.06,840.4799999999999,West,264.1,3,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372842,Standard,2.06,840.4799999999999,West,264.1,3,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372872,Standard,13.43,5479.44,West,264.1,0,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372873,Standard,2.06,840.4799999999999,West,264.1,0,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372874,Standard,2.06,840.4799999999999,West,264.1,0,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,372887,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372888,Standard,2.06,840.4799999999999,West,264.1,1,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,241.86562999999998,,,,,372889,Standard,2.06,840.4799999999999,West,264.1,1,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373014,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373015,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373016,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373017,Standard,13.43,5479.44,East,84.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373018,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373019,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373020,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373021,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373022,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373023,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373024,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373025,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373026,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373027,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373028,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373029,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373030,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373031,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373032,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373033,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373034,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373035,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373036,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373037,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373038,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373039,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373040,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373041,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373042,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373043,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373044,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373045,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373046,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373047,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373048,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373049,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373050,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373051,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373052,Standard,13.43,5479.44,East,84.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373053,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373054,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373055,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373056,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,373057,Standard,13.43,5479.44,West,264.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373058,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373059,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373060,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373061,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373062,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373063,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373064,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373065,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373066,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373067,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373068,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373069,Standard,2.06,840.4799999999999,East,84.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373070,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373071,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373072,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373073,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373074,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373075,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373076,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373077,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373078,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373079,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373080,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373081,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1589.836685,,,,,373082,Standard,13.43,5479.44,West,263.6,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1589.836685,,,,,373083,Standard,13.43,5479.44,West,263.6,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1589.836685,,,,,373084,Standard,13.43,5479.44,West,263.6,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373085,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373086,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373087,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373088,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373089,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,217.57926,,,,,373090,Standard,2.06,840.4799999999999,East,83.6,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1418.49003,,,,,373091,Standard,13.43,5479.44,East,83.6,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1418.49003,,,,,373092,Standard,13.43,5479.44,East,83.6,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1418.49003,,,,,373093,Standard,13.43,5479.44,East,83.6,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1532.56071,,,,,373094,Standard,14.51,5920.08,East,83.6,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1532.56071,,,,,373095,Standard,14.51,5920.08,East,83.6,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1532.56071,,,,,373096,Standard,14.51,5920.08,East,83.6,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373101,Standard,13.43,5479.44,East,84.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373102,Standard,2.06,840.4799999999999,East,84.1,3,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373103,Standard,2.06,840.4799999999999,East,84.1,3,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373104,Standard,13.43,5479.44,East,84.1,0,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373105,Standard,2.06,840.4799999999999,East,84.1,0,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373106,Standard,2.06,840.4799999999999,East,84.1,0,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373107,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373108,Standard,2.06,840.4799999999999,East,84.1,1,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,287.11147,,,,,373109,Standard,2.06,840.4799999999999,East,84.1,1,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1871.7995349999999,,,,,373489,Standard,13.43,5479.44,East,84.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2022.3239949999997,,,,,373490,Standard,14.51,5920.08,East,84.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,1576.823015,,,,,374306,Standard,13.43,5479.44,West,264.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375328,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375333,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375334,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375337,Standard,13.43,5479.44,South,174.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,375340,Standard,14.51,5920.08,South,174.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375354,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375355,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375356,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375357,Standard,13.43,5479.44,South,174.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,375358,Standard,14.51,5920.08,South,174.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375370,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375371,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,390.91074999999995,,,,,375372,Standard,2.06,840.4799999999999,South,174.1,4,WindowSmall01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,375373,Standard,13.43,5479.44,South,174.1,1,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,375374,Standard,14.51,5920.08,South,174.1,0,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377492,Standard,13.43,5479.44,South,174.1,4,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377495,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377496,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377706,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377709,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377710,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377749,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377752,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377753,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377754,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377757,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377758,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377773,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377776,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377777,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377821,Standard,13.43,5479.44,South,174.1,4,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377824,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377825,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377826,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377829,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2753.4538749999997,,,,,377830,Standard,14.51,5920.08,South,174.1,1,WindowHuge01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377831,Standard,13.43,5479.44,South,174.1,3,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
BIPV_Element,,,,,2548.510375,,,,,377834,Standard,13.43,5479.44,South,174.1,2,WindowBigArched01,0.00,0.00,0.0,Part of solution optimization analysis
